mmitzrach,mitzbsisi,mishkal,retention,ahuz,mida,kamut,is_visible
4249,8207,15,,,300,1.5,1
4251,3414,15,,,,,1
4251,3929,350,,,,,1
4251,4443,30,,,,,1
4251,4497,2,,,,,1
4251,8207,15,,,300,1.5,1
4252,3414,15,,,,,1
4252,3929,350,,,,,1
4252,4267,45,,,,,1
4252,4497,2,,,,,1
4252,8207,15,,,300,1.5,1
4253,3414,15,,,,,1
4253,3820,117,,,,,1
4253,3929,350,,,,,1
4253,4497,2,,,,,1
4253,8207,15,,,300,1.5,1
4254,3798,3,,,,,1
4254,3929,350,,,,,1
4254,4468,32,,,,,1
4254,4497,2,,,,,1
4255,3202,107,,,,,1
4255,3636,62,,,,,1
4255,3767,200,,,,,1
4255,3798,6,,,,,1
4255,3929,300,,,,,1
4255,4468,48,,,,,1
4255,4497,3,,,,,1
4280,3716,25,,,,,1
4280,3798,12,3456,,,,1
4280,3823,60,3006,,,,1
4280,4279,500,3776,,,,1
4280,4449,30,,,,,1
4280,4497,3,,,,,1
4280,4949,400,,,,,1
4293,3414,5,,,,,1
4293,3798,30,,,,,1
4293,4032,300,,,,,1
4293,4443,10,,,300,1,1
4293,4497,1,,,,,1
4299,3414,300,,,,,1
4299,3626,114,3456,,,,1
4299,3767,68,3776,,,,1
4299,3793,85,3776,,,,1
4299,3798,9,3456,,,,1
4299,3820,64,3456,,,,1
4299,3839,109,3776,,,,1
4299,4497,2,,,,,1
4299,4500,25,,,,,1
4299,4949,300,,,,,1
4304,285,15,,,,,1
4304,1549,7,,,400,1,1
4304,1579,19,,,,,1
4304,3928,320,,,,,1
4304,3933,100,,,,,1
4304,3983,3,,,,,1
4304,4009,60,,,,,1
4304,4500,15,,,,,1
4304,4949,1000,,,,,1
4304,8207,45,270,,700,1,1
4305,3459,100,,,,,1
4305,3564,50,,,,,1
4305,3636,60,,,,,1
4305,3825,10,3006,,,,1
4305,3928,500,,,,,1
4305,3933,100,,,,,1
4305,4009,60,,,,,1
4305,4446,20,,,300,2,1
4305,4497,1,,,,1,1
4305,4949,1000,,,,,1
4305,8207,20,270,,300,2,1
4307,1564,57,,,,,1
4307,3792,144,,,,,1
4307,3825,15,,,,,1
4307,3928,350,,,,,1
4307,4497,1,,,,,1
4307,4949,1000,,,,,1
4309,1551,10,,,,,1
4309,3449,180,3309,,,,1
4309,3663,152,3751,,,,1
4309,3778,40,3776,,,,1
4309,3807,114,3006,,,,1
4309,3819,35,3776,,,,1
4309,3825,10,3006,,,,1
4309,4446,20,,,300,2,1
4309,4497,6,,,,,1
4309,4949,800,,,,,1
4310,285,250,1,,604,1,1
4310,634,1500,754,,700,1,1
4310,3143,30,270,,300,2,1
4310,3798,6,,,1205,2,1
4310,3928,2000,,,700,1,1
4310,4497,3,,,400,0.5,1
4310,4500,45,,,300,3,1
4310,4949,2000,,,,,1
4312,15,600,2152,,,,1
4312,269,80,2152,,,,1
4312,1549,12,,,300,1,1
4312,1910,40,302,,,,1
4312,3953,100,,,,,1
4312,4239,120,,,700,1,1
4312,4388,30,,,700,1,1
4312,4949,250,,,,,1
4314,15,600,2152,,,,1
4314,1549,20,,,,,1
4314,2685,10,,,,,1
4314,3449,270,3309,,,,1
4314,3820,117,3456,,,,1
4314,3825,15,3006,,,,1
4314,3963,330,3788,,,,1
4314,4388,50,,,,1,1
4314,4497,12,,,,,1
4314,4949,1000,,,,,1
4315,1549,20,,,,,1
4315,2685,10,,,,,1
4315,3449,270,3309,,,,1
4315,3820,117,3456,,,,1
4315,3825,15,3006,,,,1
4315,3963,330,3788,,,,1
4315,4397,50,,,,,1
4315,4497,10,,,,,1
4315,4949,1000,,,,,1
4317,1561,114,105,,,,1
4317,2685,10,,,,,1
4317,3962,330,3788,,,,1
4317,4497,7,,,,,1
4317,4500,15,,,300,1,1
4317,4949,1000,,,,,1
4318,1986,50,,,,,1
4318,3414,5,,,,,1
4318,3663,500,,,,,1
4318,3793,250,,,,,1
4318,3820,50,,,,,1
4318,3823,30,,,207,0.5,1
4318,3837,43,,,102,1,1
4318,3839,109,,,103,1,1
4318,3983,6,,,1211,2,1
4318,4443,50,,,,,1
4318,4497,4,,,,,1
4319,15,750,2152,,,,1
4319,269,250,2151,,,,1
4319,1910,50,302,,,,1
4319,3798,10,3456,,,,1
4319,3812,500,3776,,,,1
4319,3820,75,,,,,1
4319,4388,60,,,700,1,1
4319,4497,9,,,,,1
4319,9581,50,,,700,1,1
4320,282,250,,,,,1
4320,1910,50,302,,,,1
4320,3798,10,3456,,,,1
4320,3812,500,3776,,,,1
4320,3820,75,3456,,,,1
4320,4397,60,,,,,1
4320,4497,9,,,,,1
4320,4949,750,,,,,1
4320,9581,50,,,700,1,1
4321,3449,405,3309,,,,1
4321,3820,117,3456,,,,1
4321,3988,100,3788,,,,1
4321,4497,5,,,400,1,1
4321,4949,1200,,,,,1
4321,8823,100,384,,700,1,1
4321,9581,6,,,300,0.5,1
4330,471,75,3,,,,1
4330,1549,7,,,400,1,1
4330,4009,250,,,,,1
4330,4388,40,,,700,1,1
4330,4949,1000,,,,,1
4331,1549,7,,,400,1,1
4331,4009,250,,,,,1
4331,4397,40,,,,,1
4331,4949,1000,,,,,1
4334,1549,12,,,,,1
4334,3626,120,3456,,,,1
4334,3849,106,3776,,,,1
4334,4023,220,3788,,,,1
4334,4497,2,,,,,1
4334,4949,1000,,,,,1
4338,1549,12,,,,,1
4338,3802,45,3776,,,,1
4338,3820,64,3456,,,,1
4338,3849,138,3776,,,,1
4338,4497,9,,,,,1
4338,4949,800,,,,,1
4338,9437,750,3456,,700,750,1
4339,1551,7,,,400,1,1
4339,3449,150,3309,,,,1
4339,3636,200,,,,,1
4339,3820,50,3456,,,,1
4339,4067,170,,,,,1
4339,4949,1000,,,,,1
4340,1549,12,,,300,1,1
4340,3626,256,3456,,,,1
4340,3767,263,3776,,,,1
4340,3778,80,3776,,,,1
4340,3849,352,3776,,,,1
4340,4497,10,,,,,1
4340,4949,1000,,,,,1
4341,1549,50,,,,,1
4341,3778,42,3776,,,,1
4341,3820,50,3456,,,,1
4341,4166,720,3776,,,,1
4341,4443,25,,,,,1
4341,4497,9,,,,,1
4341,4949,1000,,,,,1
4342,1655,70,522,,,,1
4342,3449,270,3309,,,,1
4342,3626,114,3456,,,,1
4342,3820,117,3456,,,,1
4342,4328,12,,,300,1,1
4342,4497,7,,,,,1
4342,4949,1000,,,,,1
4343,1551,7,,,400,1,1
4343,3449,150,3309,,,,1
4343,3636,200,,,,,1
4343,3798,3,3456,,,,1
4343,3820,50,3456,,,,1
4343,4067,170,,,,,1
4343,4949,1000,,,,,1
4343,8228,200,,,,,1
4344,1551,7,,,400,1,1
4344,3449,150,3309,,,,1
4344,3636,200,,,,,1
4344,3798,3,3456,,,,1
4344,3820,50,3456,,,,1
4344,4067,170,,,,,1
4344,4949,1000,,,,,1
4344,8228,200,,,,,1
4344,8823,75,384,,700,1,1
4345,1551,12,,,300,1,1
4345,3449,150,3456,,,,1
4345,3566,40,3006,,,,1
4345,3636,200,,,,,1
4345,3762,180,3456,,,,1
4345,3767,150,3776,,,,1
4345,3798,3,3456,,,,1
4345,3820,50,3456,,,,1
4345,3823,10,3006,,,,1
4345,3825,10,3006,,,,1
4345,4949,1000,,,,,1
4348,1551,12,,,300,1,1
4348,3449,150,3309,,,,1
4348,3626,200,3456,,,,1
4348,3798,3,3456,,,,1
4348,3820,50,3456,,,,1
4348,3849,170,3776,,,,1
4348,4449,20,,,,,1
4348,4497,9,,,,,1
4348,4949,1000,,,,,1
4348,9437,200,3456,,700,200,1
4350,3626,62,3456,,,,1
4350,3778,63,3006,,,,1
4350,3798,12,3776,,,,1
4350,3820,117,3456,,,,1
4350,3835,81,3776,,,,1
4350,3849,110,3776,,,,1
4350,4497,7,,,,,1
4350,4949,1000,,,,,1
4352,3459,150,,,,,1
4352,3636,200,,,,,1
4352,3953,200,,,,,1
4352,4009,50,,,,,1
4352,4067,170,,,,,1
4352,4443,20,,,,,1
4352,4949,1000,,,,,1
4353,1549,10,,,,,1
4353,3449,290,3309,,,,1
4353,3626,114,3456,,,,1
4353,3778,63,3006,,,,1
4353,4397,20,,,,,1
4353,4497,2,,,,,1
4353,4949,1000,,,,,1
4355,911,235,,,,,1
4355,3626,62,3456,,,,1
4355,3767,96,3776,,,,1
4355,3778,64,3776,,,,1
4355,3779,117,3776,,,,1
4355,3785,10,3006,,,,1
4355,3801,54,3776,,,,1
4355,3820,117,3456,,,,1
4355,3837,55,3776,,,,1
4355,3839,55,3776,,,,1
4355,3849,75,3776,,,,1
4355,4497,10.30000019073486,,,,,1
4355,4949,1000,,,,,1
4355,9437,75,3776,,700,75,1
4356,1549,12,,,300,1,1
4356,3449,150,3456,,,,1
4356,3626,62,3456,,,,1
4356,3663,320,3751,,,,1
4356,3778,42,3776,,,,1
4356,3820,117,3456,,,,1
4356,3823,20,3006,,,,1
4356,4497,8,,,,,1
4356,4949,1000,,,,,1
4357,1549,10,,,,,1
4357,3626,62,3456,,,,1
4357,3820,117,3456,,,,1
4357,3849,110,3776,,,,1
4357,4497,6,,,,,1
4357,4949,1000,,,,,1
4358,1549,12,,,300,1,1
4358,3449,290,3309,,,,1
4358,3626,114,3456,,,,1
4358,3767,65,3776,,,,1
4358,3820,65,3456,,,,1
4358,4497,8,,,,,1
4358,4949,1000,,,,,1
4360,1549,12,,,300,1,1
4360,3414,20,,,,,1
4360,3767,360,3776,,,,1
4360,3823,20,3006,,,,1
4360,4497,7,,,,,1
4360,4500,15,,,,,1
4360,4949,1000,,,,,1
4370,1549,12,,,300,1,1
4370,1605,70,,,,,1
4370,3626,50,3456,,,,1
4370,3663,40,3751,,,,1
4370,3716,25,,,,,1
4370,3778,50,3006,,,,1
4370,3798,10,3456,,,,1
4370,3802,75,3006,,,,1
4370,3820,50,3456,,,,1
4370,4449,20,,,,,1
4370,4949,1000,,,,,1
4370,8823,15,384,,700,1,1
4371,1551,8,,,400,2,1
4371,1607,500,542,,,,1
4371,3564,75,,,205,0.5,1
4371,3716,100,,,700,1,1
4371,3798,15,3456,,1205,5,1
4371,3820,324,3460,,104,2,1
4371,3823,30,3006,,207,0.5,1
4371,4443,60,,,300,6,1
4371,4497,5,,,400,1,1
4371,4949,2400,,,200,10,1
4371,8787,20,,,,1,1
4371,8788,3,,,,1,1
4372,15,200,2152,,700,1,1
4372,1549,12,,,300,1,1
4372,1910,12,302,,,,1
4372,3802,350,3776,,,,1
4372,4388,50,,,700,1,1
4372,4497,7,,,,,1
4372,4949,800,,,,,1
4373,15,600,2152,,,,1
4373,285,208,2152,,,,1
4373,1549,12,,,300,1,1
4373,1910,12,302,,,,1
4373,3820,117,3456,,,,1
4373,3823,6,3006,,,,1
4373,3911,200,,,,,1
4373,4388,20,,,,,1
4373,4949,400,,,,,1
4383,926,500,750,,700,1,1
4383,1561,114,101,,,,1
4383,3716,200,,,,,1
4383,3798,3,3460,,,,1
4383,3820,110,3460,,,,1
4383,4198,850,3788,,,,1
4383,4446,20,,,300,2,1
4383,4497,9,,,,,1
4383,4949,200,,,,,1
4384,1476,250,750,,700,1,1
4384,1561,114,101,,,,1
4384,3716,200,,,,,1
4384,3798,3,3460,,,,1
4384,3820,117,3460,,,,1
4384,4198,650,3788,,,,1
4384,4446,20,,,300,2,1
4384,4497,5,,,,,1
4384,4949,200,,,,,1
4384,8504,250,750,,700,1,1
4430,1847,68,3460,,200,0.5,1
4430,3798,9,,,1205,3,1
4430,3829,260,,,,,1
4430,4443,110,,,,,1
4430,4497,2.5,,,400,0.5,1
4430,8611,100,,,700,1,1
4461,3414,50,,,,,1
4461,4273,3,,,,,1
4461,4443,95,,,,,1
4461,4497,0,,,,,1
4472,1561,57,,,,,1
4472,1578,19,,,,,1
4472,3414,30,,,,,1
4472,4273,5,,,,,1
4472,4446,327,,,,,1
4472,4497,1.25,,,,,1
4671,1834,16,,,700,16,0
4671,4388,3,,,700,3,0
4671,4500,40,,,700,40,0
4671,4594,37,,,700,37,0
4671,8793,1,,,700,1,0
4671,9798,9,,,700,9,0
4801,4500,15,,,,,1
4801,4820,15,,,,,1
4801,4949,750,,,,,1
4812,281,12,,,,,1
4812,4820,1,,,,,1
4812,4949,200,,,,,1
4813,4820,900,,,700,1,1
4813,4949,5000,,,700,1,1
8517,8517,200,,,,1,1
8568,1899,5,,,700,5,0
8568,1915,52,301,,700,52,0
8568,4072,1,,,700,1,0
8568,4449,1.5,,,700,1.5,0
8568,4497,1.200000047683716,,,700,1.200000047683716,0
8568,4949,35,,,700,35,0
8568,8199,1,301,,700,1,0
8568,8814,1.200000047683716,,,700,1.200000047683716,0
8568,8834,1,,,700,1,0
9080,463,250,3,,700,1,1
9080,1986,50,305,,,,1
9080,4446,20,,8,700,28.14999961853027,1
9080,4497,2,,,,,1
9081,612,600,604,,,,1
9081,4446,4,,1,700,1,1
9081,4497,2,,,,,1
9082,634,600,654,,,,1
9082,1627,400,522,,,,1
9082,3676,400,3751,,,,1
9082,3798,6,3456,,,,1
9082,3820,120,3456,,,,1
9082,4446,30,,,700,1,1
9082,4497,8,,,,,1
9082,4949,800,,,,,1
9083,634,600,654,,,,1
9083,1605,200,522,,,,1
9083,1655,200,522,,,,1
9083,3676,400,3751,,,,1
9083,3798,6,3456,,,,1
9083,3820,120,3456,,,,1
9083,4446,30,,,700,1,1
9083,4497,7.5,,,400,1.5,1
9083,4949,800,,,,,1
9084,631,750,652,,,,1
9084,3626,128,3456,,,,1
9084,3798,6,3456,,,,1
9084,3820,117,3456,,,,1
9084,4446,30,,,700,1,1
9084,4497,5,,,,,1
9084,8251,200,,,,1,1
9085,610,600,,,,,1
9085,4446,30,,,700,1,1
9085,4497,3,,,,,1
9085,8251,150,,,,1,1
9086,1847,36,2204,,,,1
9086,3820,117,3456,,,,1
9086,4446,10,,,700,1,1
9086,4497,2,,,,,1
9086,8504,250,750,,700,1,1
9087,3798,6,3465,,,,1
9087,3820,50,3465,,,,1
9087,4446,10,,2,700,1,1
9087,4497,3,,,,,1
9087,8504,500,604,,700,1,1
9088,634,1000,704,,700,1,1
9088,1605,385,,,700,385,1
9088,3459,1110,,,2000,1.110000014305115,1
9088,3820,150,3456,,,,1
9088,4449,50,,,700,1,1
9088,4497,6,,,400,1,1
9088,4949,200,,,700,200,1
9088,8811,300,,,700,300,1
9089,637,1000,652,,,,1
9089,1564,456,,,,,1
9089,2769,200,432,,,,1
9089,3449,1200,3309,,,,1
9089,4446,30,,,700,1,1
9089,4497,12,,,,,1
9089,4949,400,,,,,1
9090,719,600,,,,,1
9090,3820,117,3460,,,,1
9090,4446,4,,1,700,1,1
9090,4497,4,,,,,1
9092,4446,9,,2,700,1,1
9092,4497,2,,,,,1
9092,8803,500,805,,700,1,1
9093,2721,84,,,,,1
9093,3820,117,3456,,,,1
9093,3823,16,3006,,,,1
9093,4446,20,,,700,1,1
9093,4497,8,,,,,1
9093,8803,540,852,,700,1,1
9094,1561,114,103,,,,1
9094,1881,25,,,,,1
9094,1910,50,301,,,,1
9094,1986,45,,,,,1
9094,4446,36,,6.900000095367432,700,1,1
9094,4497,4,,,,,1
9094,8803,500,804,,700,1,1
9095,858,750,856,,,,1
9095,3820,117,3456,,,,1
9095,4446,30,,,700,1,1
9095,4497,4,,,,,1
9096,858,750,803,,,,1
9096,4446,15,,3,700,1,1
9096,4497,4,,,,,1
9097,843,750,852,,,,1
9097,3143,22,270,,,,1
9097,3778,100,3776,,,,1
9097,3820,117,3460,,,,1
9097,3823,10,3006,,,,1
9097,4446,31,,3,700,1,1
9097,4497,5,,,,,1
9097,4949,200,,,,,1
9098,858,750,852,,,,1
9098,3165,150,255,,,,1
9098,3196,150,255,,,,1
9098,3820,117,3456,,,,1
9098,4446,30,,,700,1,1
9098,4497,6,,,,,1
9098,4949,100,,,,,1
9099,858,750,852,,,,1
9099,1706,33,,,300,3,1
9099,3414,30,,,,,1
9099,3820,240,3456,,,,1
9099,4446,30,,,700,1,1
9099,4497,5,,,,,1
9099,4544,26,,,,,1
9100,881,750,805,,,,1
9100,3798,15,3460,,,,1
9100,3820,175,3460,,,,1
9100,4446,30,,,700,1,1
9100,4497,5,,,,,1
9101,881,750,803,,,,1
9101,4446,27,,3.799999952316284,700,1,1
9101,4497,4,,,,,1
9102,897,500,804,,,,1
9102,1561,57,103,,,,1
9102,1910,24,305,,,,1
9102,1986,50,,,,,1
9102,4446,13,,3.299999952316284,700,1,1
9103,989,750,1805,,,,1
9103,4446,40,,,700,1,1
9103,4497,4,,,,,1
9104,946,750,1852,,,,1
9104,3716,100,,,,,1
9104,4446,30,,,700,1,1
9104,4497,5,,,,,1
9104,4500,5,,,,,1
9104,4949,100,,,,,1
9105,967,147,,,,,1
9105,1072,27,,,,,1
9105,4232,39,,,700,1,1
9105,4497,1,,,,,1
9106,946,600,1805,,,,1
9106,1708,30,,,,,1
9106,3414,30,,,,,1
9106,3820,117,3460,,,,1
9106,4446,30,,,700,1,1
9106,4497,4,,,,,1
9107,1049,400,1151,,,,1
9107,4446,21,,8,700,1,1
9107,4497,4,,,,,1
9108,1049,320,1151,,,,1
9108,1561,57,103,,,,1
9108,1986,45,,,,,1
9108,4449,28,,10,700,1,1
9108,4497,2,,,,,1
9109,1055,320,1151,,,,1
9109,3820,117,3465,,,,1
9109,4446,13.19999980926514,,,700,1,1
9109,4497,4,,,,,1
9110,1055,250,1151,,,,1
9110,1564,114,,,,,1
9110,3820,100,3465,,,,1
9110,4446,30,,,700,1,1
9110,4497,4,,,,,1
9111,800,400,803,,,,1
9111,4446,30,,,700,1,1
9111,4497,2,,,,,1
9112,1134,750,2310,,,,1
9112,1561,57,103,,,,1
9112,1910,50,305,,,,1
9112,4446,68,,,700,1,1
9112,4497,4,,,,,1
9113,1134,500,2305,,,,1
9113,4446,30,,8,700,1,1
9114,1211,500,2310,,,,1
9114,1561,57,103,,,,1
9114,1910,15,302,,,,1
9114,1986,45,305,,,,1
9114,3663,500,3751,,,,1
9114,3716,30,,,,,1
9114,3798,10,3456,,,,1
9114,3820,25,3456,,,,1
9114,3823,10,3004,,,,1
9114,4446,96.31999969482422,,,700,1,1
9114,4497,7,,,,,1
9114,4500,5,,,,,1
9115,1271,500,2402,,,,1
9115,1561,57,105,,,,1
9115,1986,30,305,,700,1,1
9115,3663,320,3751,,,,1
9115,4446,80.95999908447266,,,700,1,1
9115,4497,5,,,,,1
9115,4949,100,,,,,1
9116,3143,30,270,,,,1
9116,4446,18.31999969482422,,,700,1,1
9116,4497,3,,,,,1
9116,10119,750,2451,,,,1
9117,1561,57,103,,,,1
9117,1910,50,305,,,,1
9117,1986,45,,,,,1
9117,4446,58.04999923706055,,,700,1,1
9117,4497,5,,,,,1
9117,10119,750,2460,,,,1
9118,1183,750,2301,,,,1
9118,3143,30,270,,,,1
9118,4446,45,,,700,1,1
9118,4497,3,,,,,1
9119,1183,750,2301,,,,1
9119,3143,30,270,,,,1
9119,4443,45,,,700,1,1
9119,4497,3,,,,,1
9120,1190,750,2301,,,,1
9120,3143,30,270,,,,1
9120,4446,18.79000091552734,,,700,1,1
9120,4497,3,,,,,1
9121,1190,750,2301,,,,1
9121,3143,30,270,,,,1
9121,4443,18.79000091552734,,,700,1,1
9121,4497,3,,,,,1
9122,1211,750,2402,,,,1
9122,3626,256,3456,,,,1
9122,3820,234,3456,,,,1
9122,4446,32.33000183105469,,,700,1,1
9122,4497,7,,,,,1
9122,4949,100,,,,,1
9123,1211,750,2310,,,,1
9123,1910,50,305,,,,1
9123,4446,49,,8,700,1,1
9123,4497,4,,,,,1
9124,1211,750,2310,,,,1
9124,1561,114,103,,,,1
9124,1910,50,305,,,,1
9124,1986,50,,,,,1
9124,4446,59,,8,700,1,1
9124,4497,5,,,,,1
9125,3143,30,270,,,,1
9125,4446,18.31999969482422,,,700,1,1
9125,4497,3,,,,,1
9125,10118,750,2301,,,,1
9126,4446,5,,1,700,1,1
9126,4497,4,,,,,1
9126,10118,750,2310,,,,1
9127,3143,30,270,,,,1
9127,3663,320,3751,,,,1
9127,3716,50,,,,,1
9127,3798,12,3456,,,,1
9127,4446,45,,,700,1,1
9127,4497,6,,,,,1
9127,4949,400,,,,,1
9127,10118,750,2402,,,,1
9128,1259,750,2301,,,,1
9128,3143,30,270,,,,1
9128,4446,30,,,700,1,1
9128,4497,4,,,,,1
9129,1271,750,2301,,,,1
9129,3143,30,270,,,,1
9129,4446,30,,,700,1,1
9129,4497,3,,,,,1
9130,1292,750,2301,,,,1
9130,3143,30,270,,,,1
9130,4446,6,,1,700,1,1
9130,4497,3,,,,,1
9131,1297,750,2301,,,,1
9131,4446,17.42000007629395,,,700,1,1
9131,4497,4,,,,,1
9132,1315,600,2310,,,,1
9132,1910,40,,,,,1
9132,4446,41,,8,700,1,1
9132,4497,2,,,,,1
9133,1326,750,2301,,,,1
9133,3143,30,270,,,,1
9133,4446,18.79000091552734,,,700,1,1
9133,4497,3,,,,,1
9134,3143,30,270,,,,1
9134,4446,18,,3,700,1,1
9134,4497,3,,,,,1
9134,10122,750,2301,,,,1
9135,1360,260,2301,,,,1
9135,1561,114,103,,,,1
9135,1986,50,305,,,,1
9135,3820,117,3460,,,,1
9135,3823,20,3001,,,,1
9135,4446,36,,8,700,1,1
9135,4497,3,,,,,1
9136,796,1000,803,,,,1
9136,3820,175,3451,,,,1
9136,4446,23.73999977111816,,,700,1,1
9136,4497,6,,,,,1
9137,796,1000,803,,,,1
9137,4446,20.20000076293945,,,700,1,1
9137,4497,5,,,,,1
9138,3663,230,3751,,,,1
9138,4232,52,,,700,1,1
9138,4497,4,,,,,1
9138,8803,500,803,,700,1,1
9139,3700,50,,,,,1
9139,3820,234,3460,,,,1
9139,3839,27,3771,,,,1
9139,4446,20,,,700,1,1
9139,4497,4,,,,,1
9139,8803,500,856,,700,1,1
9140,878,400,,,,,1
9140,2730,250,432,,,,1
9140,3785,10,3006,,,,1
9140,3825,10,3006,,,,1
9140,4446,30,,,700,1,1
9140,4497,3,,,,,1
9140,4949,500,,,,,1
9141,858,750,803,,,,1
9141,3449,510,3309,,,,1
9141,3798,6,3456,,,,1
9141,3820,117,3456,,,,1
9141,4446,30,,,700,1,1
9141,4497,9,,,,,1
9141,4949,200,,,,,1
9142,946,750,1852,,700,1,1
9142,3626,192,3456,,,,1
9142,3798,6,3456,,,,1
9142,3820,117,3456,,,,1
9142,3849,276,3776,,,,1
9142,4446,30,,,700,1,1
9142,4497,7,,,,,1
9142,4949,50,,,,,1
9142,8251,50,,,700,1,1
9143,946,500,1851,,,,1
9143,1706,33,,,300,3,1
9143,2685,4,,,,,1
9143,3626,128,3465,,,,1
9143,3767,190,3785,,,,1
9143,3798,15,3465,,,,1
9143,3802,80,3015,,,,1
9143,3820,117,3465,,,,1
9143,3837,55,3785,,,,1
9143,3839,55,3785,,,,1
9143,4446,60,,,700,1,1
9143,4497,6,,,,,1
9144,634,900,654,,,,1
9144,3449,200,3309,,,,1
9144,3663,200,3776,,,,1
9144,3716,25,,,,,1
9144,3798,20,3460,,,,1
9144,3820,25,3460,,,,1
9144,3837,150,3776,,,,1
9144,4446,25,,,700,1,1
9144,4497,8,,,,,1
9144,4949,200,,,,,1
9145,632,500,604,,,,1
9145,1706,11,,,300,1,1
9145,3565,6,3460,,,,1
9145,3626,192,3460,,,,1
9145,3812,250,3785,,,,1
9145,4446,40,,,700,1,1
9145,4448,5,,,,,1
9145,4497,6,,,,,1
9145,4500,5,,,,,1
9146,626,1200,,,,,1
9146,3565,6,3456,,,,1
9146,3798,6,3456,,,,1
9146,3820,360,3456,,,,1
9146,4446,90,,,700,1,1
9146,4497,8,,,,,1
9146,4949,500,,,,,1
9146,8251,50,,,700,1,1
9147,626,500,654,,,,1
9147,1664,200,522,,,,1
9147,2046,700,,,,,1
9147,3798,6,3456,,,,1
9147,3820,240,3456,,,,1
9147,4446,90,,,700,1,1
9147,4497,8,,,,,1
9147,4949,500,,,,,1
9147,8251,100,,,700,1,1
9148,1360,130,,,906,1,1
9148,1564,57,,,,,1
9148,3778,30,,,,,1
9148,3820,40,,,,,1
9148,3964,140,,,,,1
9148,4468,32,,,,,1
9148,4497,2,,,,,1
9149,1360,130,,,906,1,1
9149,3143,45,,,,,1
9149,3778,30,,,,,1
9149,3819,18,,,,,1
9149,4264,30,,,,,1
9149,4497,1,,,,,1
9150,3716,100,,,,,1
9150,3798,6,3456,,,,1
9150,3820,64,3456,,,,1
9150,4446,10,,,300,1,1
9150,4497,2.5,,,400,0.5,1
9150,4500,5,,,,,1
9150,4949,200,,,,,1
9151,3716,100,,,,,1
9151,3798,6,3456,,,,1
9151,3820,64,3456,,,,1
9151,4443,10,,,300,1,1
9151,4497,2.5,,,400,0.5,1
9151,4500,5,,,,,1
9151,4949,200,,,,,1
9153,3663,480,3751,,,,1
9153,3716,100,,,,,1
9153,3798,6,3456,,,,1
9153,3820,117,3456,,,,1
9153,4449,20,,,300,2,1
9153,4497,5,,,,,1
9153,4500,7.5,,,,,1
9154,3663,480,3751,,,,1
9154,3716,100,,,,,1
9154,3798,6,3456,,,,1
9154,3820,117,3456,,,,1
9154,4446,20,,,,,1
9154,4497,5,,,,,1
9154,4500,7.5,,,,,1
9155,3716,100,,,,,1
9155,3798,6,3456,,,,1
9155,3820,64,3456,,,,1
9155,4497,2.5,,,,,1
9155,4500,5,,,,,1
9155,4949,200,,,,,1
9156,3663,480,3751,,,,1
9156,3716,100,,,,,1
9156,3798,6,3456,,,,1
9156,3820,117,3456,,,,1
9156,4497,5,,,,,1
9156,4500,7.5,,,,,1
9157,15,500,2151,,,,1
9157,388,56,,,,,1
9158,1910,25,302,,,,1
9158,3820,45,3456,,,,1
9158,3988,161,,,,,1
9158,4446,20,,,700,1,1
9158,4497,2.5,,,,,1
9158,4949,150,,,,,1
9158,9581,18,,,300,1.5,1
9159,612,750,702,,,,1
9159,4497,4,,,,,1
9159,9150,250,,,700,1,1
9160,1476,225,754,,,,1
9160,1561,57,103,,,,1
9160,1986,50,305,,,,1
9160,3820,117,3460,,,,1
9160,3827,10,3015,,,,1
9160,4497,4,,,,,1
9160,8504,225,754,,700,1,1
9161,1476,250,754,,,,1
9161,1561,57,105,,,,1
9161,1986,50,305,,,,1
9161,3820,117,3456,,,,1
9161,3823,10,3001,,,,1
9161,4497,4,,,,,1
9161,8504,250,754,,700,1,1
9161,9156,500,,,700,1,1
9162,929,250,856,,,,1
9162,1561,57,105,,,,1
9162,1986,50,305,,,,1
9162,3820,117,3460,,,,1
9162,3827,10,3015,,,,1
9162,4497,4,,,,,1
9162,8803,250,856,,700,1,1
9162,9156,500,,,700,1,1
9163,929,225,805,,,,1
9163,1561,57,103,,,,1
9163,1986,50,305,,,,1
9163,3820,117,3456,,,,1
9163,3827,10,3015,,,,1
9163,4497,4,,,,,1
9163,8803,225,805,,700,1,1
9164,946,225,1805,,700,1,1
9164,1028,225,1805,,,,1
9164,1561,57,103,,,,1
9164,1986,50,305,,,,1
9164,3820,117,3460,,,,1
9164,3827,10,3015,,,,1
9164,4497,4,,,,,1
9165,946,250,1852,,700,1,1
9165,1028,250,1852,,,,1
9165,1561,57,105,,,,1
9165,1986,50,305,,,,1
9165,3820,117,3456,,,,1
9165,3827,10,3015,,,,1
9165,4497,4,,,,,1
9165,9156,500,,,700,1,1
9166,1706,33,,,300,3,1
9166,2685,4,,,,,1
9166,3626,128,3465,,,,1
9166,3767,190,3785,,,,1
9166,3798,15,3465,,,,1
9166,3802,80,3015,,,,1
9166,3820,117,3465,,,,1
9166,3837,55,3785,,,,1
9166,3839,55,3785,,,,1
9166,4446,40,,,700,1,1
9166,4497,6,,,,,1
9166,8803,500,805,,700,1,1
9167,589,500,754,,700,1,1
9167,1706,33,,,300,3,1
